"","Base.Word","Level","Part.of.Speech","plurals.f.lemma"
"1302","illness","B1","noun","illnesses"
"1338","kit","B1","noun","kits"
"1366","limit","B1","noun","limits"
"1382","madam","B1","noun","madams"
"1391","mess","B1","noun","messes"
"1404","mosquito","B1","noun","mosquitoes"
"1420","notice","B1","noun","notices"
"1441","pan","B1","noun","pans"
"1450","pass","B1","noun","passes"
"1473","piece","B1","noun","pieces"
"1477","pin","B1","noun","pins"
"1480","pirate","B1","noun","pirates"
"1481","place","B1","noun","places"
"1489","point","B1","noun","points"
"1508","priest","B1","noun","priests"
"1510","princess","B1","noun","princesses"
"1516","progress","B1","noun","progresses"
"1524","pupil","B1","noun","pupils"
"1562","review","B1","noun","reviews"
"1564","ride","B1","noun","rides"
"1579","run","B1","noun","runs"
"1581","salary","B1","noun","salaries"
"1602","secret","B1","noun","secrets"
"1609","service","B1","noun","services"
"1623","side","B1","noun","sides"
"1627","signature","B1","noun","signatures"
"1634","ski","B1","noun","skis"
"1663","state","B1","noun","states"
"1665","statue","B1","noun","statues"
"1669","stone","B1","noun","stones"
"1670","stop","B1","noun","stops"
"1674","stress","B1","noun","stresses"
"1680","style","B1","noun","styles"
"1682","success","B1","noun","successes"
"1693","table","B1","noun","tables"
"1722","title","B1","noun","titles"
"1752","twin","B1","noun","twins"
"1757","unit","B1","noun","units"
"1762","van","B1","noun","vans"
"1769","virus","B1","noun","viruses"
"1812","act","B2","noun","acts"
"1840","ancestor","B2","noun","ancestors"
"1872","badge","B2","noun","badges"
"1876","ban","B2","noun","bans"
"1881","bar","B2","noun","bars"
"1884","base","B2","noun","bases"
"1890","belief","B2","noun","beliefs"
"1891","bell","B2","noun","belies"
"1907","bonus","B2","noun","bonuses"
"1910","boost","B2","noun","boosts"
"1912","bra","B2","noun","bras"
"1931","bush","B2","noun","bushes"
"1932","cable","B2","noun","cables"
"1935","campus","B2","noun","campuses"
"1936","candidate","B2","noun","candidates"
"1942","care","B2","noun","cares"
"1946","case","B2","noun","cases"
"1947","cast","B2","noun","casts"
"1968","chief","B2","noun","chiefs"
"1977","class","B2","noun","classes"
"1993","colon","B2","noun","colons"
"2046","counter","B2","noun","counters"
"2054","crash","B2","noun","crashes"
"2065","cure","B2","noun","cures"
"2101","desire","B2","noun","desires"
"2135","dose","B2","noun","doses"
"2136","dot","B2","noun","dots"
"2175","escape","B2","noun","escapes"
"2208","fat","B2","noun","fats"
"2233","force","B2","noun","forces"
"2247","gap","B2","noun","gaps"
"2250","gas","B2","noun","gases"
"2264","grade","B2","noun","grades"
"2267","grave","B2","noun","graves"
"2270","grip","B2","noun","grips"
"2322","illness","B2","noun","illnesses"
"2373","justice","B2","noun","justices"
"2375","kindness","B2","noun","kindnesses"
"2381","lane","B2","noun","lanes"
"2382","laser","B2","noun","lasers"
"2415","loss","B2","noun","losses"
"2419","lung","B2","noun","lungs"
"2450","mess","B2","noun","messes"
"2454","mine","B2","noun","mines"
"2455","minister","B2","noun","ministers"
"2496","objective","B2","noun","objectives"
"2522","pan","B2","noun","pans"
"2524","panic","B2","noun","panics"
"2528","parade","B2","noun","parades"
"2556","piece","B2","noun","pieces"
"2560","plan","B2","noun","plans"
"2567","point","B2","noun","points"
"2570","politeness","B2","noun","politenesses"
"2571","pond","B2","noun","ponds"
"2598","process","B2","noun","processes"
"2614","protest","B2","noun","protests"
"2635","rape","B2","noun","rapes"
"2695","run","B2","noun","runs"
"2697","sadness","B2","noun","sadnesses"
"2699","sale","B2","noun","sales"
"2706","scar","B2","noun","scars"
"2728","service","B2","noun","services"
"2741","sickness","B2","noun","sicknesses"
"2742","side","B2","noun","sides"
"2766","specialist","B2","noun","specialists"
"2780","state","B2","noun","states"
"2796","stress","B2","noun","stresses"
"2803","style","B2","noun","styles"
"2839","tap","B2","noun","taps"
"2856","terrorist","B2","noun","terrorists"
"2871","tide","B2","noun","tides"
"2878","ton","B2","noun","tones"
"2881","tornado","B2","noun","tornadoes"
"2883","trace","B2","noun","traces"
"2894","treasure","B2","noun","treasures"
"2917","venue","B2","noun","venues"
"2926","virus","B2","noun","viruses"
"2929","volcano","B2","noun","volcanoes"
"2942","weakness","B2","noun","weaknesses"
"2958","witness","B2","noun","witnesses"
"2986","aid","C1","noun","aids"
"3015","bid","C1","noun","bids"
"3023","brass","C1","noun","brasses"
"3026","bronze","C1","noun","bronzes"
"3031","butt","C1","noun","butts"
"3043","charge","C1","noun","charges"
"3085","crash","C1","noun","crashes"
"3130","distress","C1","noun","distresses"
"3157","escape","C1","noun","escapes"
"3161","excess","C1","noun","excesses"
"3196","fuss","C1","noun","fusses"
"3202","gene","C1","noun","genes"
"3204","genius","C1","noun","geniuses"
"3215","grace","C1","noun","graces"
"3295","loss","C1","noun","losses"
"3304","mat","C1","noun","mats"
"3310","merit","C1","noun","merits"
"3312","miner","C1","noun","miners"
"3317","misuse","C1","noun","misuses"
"3322","move","C1","noun","moves"
"3326","nap","C1","noun","naps"
"3362","panel","C1","noun","panels"
"3382","praise","C1","noun","praises"
"3390","price","C1","noun","prices"
"3408","pub","C1","noun","pubs"
"3459","scar","C1","noun","scars"
"3472","service","C1","noun","services"
"3511","star","C1","noun","stars"
"3512","state","C1","noun","states"
"3514","status","C1","noun","statuses"
"3519","stress","C1","noun","stresses"
"3522","strip","C1","noun","stripes"
"35231","strip","C1","noun","strips"
"35531","toast","C1","noun","toasts"
"35771","unit","C1","noun","units"
"35991","win","C1","noun","wins"
"36011","witch","C1","noun","witches"
"36101","act","C2","noun","acts"
"36141","advocate","C2","noun","advocates"
"36541","base","C2","noun","bases"
"36571","belief","C2","noun","beliefs"
"3659","bias","C2","noun","biases"
"36601","bid","C2","noun","bids"
"36721","brass","C2","noun","brasses"
"36771","bronze","C2","noun","bronzes"
"3682","cabin","C2","noun","cabins"
"36851","care","C2","noun","cares"
"36901","case","C2","noun","cases"
"37021","chapel","C2","noun","chapels"
"37101","chili","C2","noun","chilis"
"37631","corpse","C2","noun","corpses"
"3767","counter","C2","noun","counters"
"37681","coup","C2","noun","coups"
"37891","dependence","C2","noun","dependences"
"38201","distress","C2","noun","distresses"
"38461","extremist","C2","noun","extremists"
"38481","famine","C2","noun","famines"
"38651","focus","C2","noun","focuses"
"38671","force","C2","noun","forces"
"38731","founder","C2","noun","founders"
"38881","genius","C2","noun","geniuses"
"38931","glue","C2","noun","glues"
"3896","grace","C2","noun","graces"
"3897","grain","C2","noun","grains"
"38981","grasp","C2","noun","grasps"
"39111","heritage","C2","noun","hermitages"
"40141","local","C2","noun","locals"
"40181","loss","C2","noun","losses"
"40561","move","C2","noun","moves"
"40711","notice","C2","noun","notices"
"40991","panel","C2","noun","panels"
"41041","pass","C2","noun","passes"
"41221","point","C2","noun","points"
"41791","refuge","C2","noun","refuges"
"41941","residence","C2","noun","residences"
"42091","review","C2","noun","reviews"
"42361","scrap","C2","noun","scraps"
"42601","side","C2","noun","sides"
"4264","sin","C2","noun","sins"
"4287","stable","C2","noun","stables"
"42881","stance","C2","noun","stances"
"4314","surplus","C2","noun","surpluses"
"4339","tin","C2","noun","tins"
"43401","title","C2","noun","titles"
"43601","treasure","C2","noun","treasures"
"43671","troops","C2","noun","troops"
"4377","vaccine","C2","noun","vaccines"
"43981","war","C2","noun","wars"
"4405","wilderness","C2","noun","wildernesses"
"4441","cabin","C1","noun","cabins"
"44421","register","C1","noun","registers"
"44491","grill","C1","noun","grills"
"44641","lad","C2","noun","lads"
"44901","bar","C2","noun","bars"
"44931","stone","C2","noun","stones"
"45001","actress","A1","noun","actresses"
"45131","bin","A2","noun","bins"
"4549","licence","B2","noun","licences"
"45501","lord","B2","noun","lords"
"45651","cop","B2","noun","cops"
"45751","globe","B2","noun","globes"
"45801","lens","B2","noun","lenses"
"45841","mortgage","B2","noun","mortgages"
"46141","activist","C1","noun","activists"
"46181","apparatus","C1","noun","apparatuses"
"46541","canvas","C1","noun","canvases"
"46571","charter","C1","noun","charters"
"46871","crown","C1","noun","crowns"
"46891","dam","C1","noun","dams"
"4723","franchise","C1","noun","franchises"
"47651","memoir","C1","noun","memoirs"
"4775","monk","C1","noun","monks"
"47851","pastor","C1","noun","pastors"
"4794","premier","C1","noun","premiers"
"47951","premise","C1","noun","premises"
"48161","rifle","C1","noun","riffles"
"48631","congress","A2","noun","congresses"
"48951","carrier","C1","noun","carriers"
"48991","shit","B2","noun","shits"
"49431","census","C1","noun","censuses"
"4946","booth","B2","noun","booths"
"49471","ass","B2","noun","asses"
"49621","parish","C1","noun","parishes"
"49731","rim","C1","noun","rims"
"49761","tile","C1","noun","tiles"
"49871","queue","B1","noun, verb","queues"
"49961","probe","C1","noun, verb","probes"
"456","brother","A1","noun","brethren"
"57","child","A1","noun","children"
"14710","knife","A1","noun","knives"
"1523","life","A1","noun","lives"
"154","man","A1","noun","men"
"270","tooth","A1","noun","teeth"
"289","wife","A1","noun","wives"
"294","woman","A1","noun","women"
"348","bookshelf","A2","noun","bookshelves"
"364","businessman","A2","noun","businessmen"
"516","grandchild","A2","noun","grandchildren"
"5341","half","A2","noun","halves"
"552","housewife","A2","noun","housewives"
"6281","mouse","A2","noun","mice"
"688","policeman","A2","noun","policemen"
"738","scarf","A2","noun","scarves"
"741","schoolchild","A2","noun","schoolchildren"
"753","shelf","A2","noun","shelves"
"996","calf","B1","noun","calves"
"1355","leaf","B1","noun","leaves"
"13621","life","B1","noun","lives"
"1582","salesman","B1","noun","salesmen"
"1712","thief","B1","noun","thieves"
"18381","analysis","B2","noun","analyses"
"2059","crisis","B2","noun","crises"
"2160","emphasis","B2","noun","emphases"
"2225","fisherman","B2","noun","fishermen"
"2257","gentleman","B2","noun","gentlemen"
"22831","half","B2","noun","halves"
"24021","life","B2","noun","lives"
"24121","loaf","B2","noun","loaves"
"2428","man","B2","noun","men"
"25291","parenthesis","B2","noun","parentheses"
"27101","scheme","B2","noun","schemata"
"2864","thesis","B2","noun","theses"
"2959","wolf","B2","noun","wolves"
"30871","criterion","C1","noun","criteria"
"3374","phenomenon","C1","noun","phenomena"
"3466","self","C1","noun","selves"
"3503","spokesman","C1","noun","spokesmen"
"36821","calf","C2","noun","calves"
"38001","diagnosis","C2","noun","diagnoses"
"3924","hypothesis","C2","noun","hypotheses"
"40081","life","C2","noun","lives"
"4330","thesis","C2","noun","theses"
"4542","chairman","B2","noun","chairmen"
"47231","freshman","C1","noun","freshmen"
"4888","congressman","B1","noun","congressmen"
"50021","half","A2","noun, pronoun, determiner","halves"
"50031","half","B2","noun, pronoun, determiner","halves"
"229","cafã©","A1","noun","cafès"
"325","car","A1","noun","cars"
"49","cd","A1","noun","cds"
"729","dvd","A1","noun","dvds"
"811","e-mail","A1","noun","e-mails"
"105","foot","A1","noun","feet"
"1128","fun","A1","noun","funs"
"2210","sheep","A1","noun","sheep"
"237","shopping","A1","noun","shoppings"
"254","t-shirt","A1","noun","t-shirts"
"2618","wine","A1","noun","wines"
"2717","advice","A2","noun","advices"
"308","businesswoman","A2","noun","businesswomen"
"3113","camping","A2","noun","campings"
"328","chemistry","A2","noun","chemistries"
"3529","comparative","A2","noun","comparatives"
"4012","electricity","A2","noun","electricities"
"424","furniture","A2","noun","furnitures"
"4310","gold","A2","noun","golds"
"4417","golf","A2","noun","golfs"
"511","ice","A2","noun","ices"
"537","jewelry","A2","noun","jewelries"
"54","license","A2","noun","licenses"
"551","luck","A2","noun","lucks"
"566","makeup","A2","noun","makeups"
"5710","midnight","A2","noun","midnights"
"629","photography","A2","noun","photographies"
"636","policewoman","A2","noun","policewomen"
"6410","pop","A2","noun","pops"
"6510","quiz","A2","noun","quizes"
"732","sky","A2","noun","skies"
"76","supper","A2","noun","suppers"
"871","baggage","B1","noun","baggages"
"893","cd-rom","B1","noun","cd-roms"
"91","cry","B1","noun","cries"
"936","cv","B1","noun","cvs"
"969","dj","B1","noun","djs"
"10010","final","B1","noun","finals"
"1011","fly","B1","noun","flies"
"10210","foot","B1","noun","feet"
"10310","handwriting","B1","noun","handwritings"
"10410","hardware","B1","noun","hardwares"
"1087","leisure","B1","noun","leisures"
"115","poetry","B1","noun","poetries"
"11810","quiz","B1","noun","quizzes"
"1197","rã©sumã©","B1","noun","resumés"
"12010","saleswoman","B1","noun","saleswomen"
"12810","spy","B1","noun","spies"
"1295","sunshine","B1","noun","sunshines"
"13610","windshield","B1","noun","windshields"
"14010","advertising","B2","noun","advertisings"
"14711","availability","B2","noun","availabilities"
"15210","brother-in-law","B2","noun","brothers-in-law"
"1531","cardboard","B2","noun","cardboards"
"15410","catering","B2","noun","caterings"
"15510","centigrade","B2","noun","centigrades"
"156","clothing","B2","noun","clothings"
"1599","conservation","B2","noun","conservations"
"1607","cooperation","B2","noun","cooperations"
"1631","curve","B2","noun","curves"
"1658","daughter-in-law","B2","noun","daughters-in-law"
"16610","destruction","B2","noun","destructions"
"17010","eggplant","B2","noun","eggplants"
"171","enjoyment","B2","noun","enjoyments"
"172","equality","B2","noun","equalities"
"1735","evolution","B2","noun","evolutions"
"17610","father-in-law","B2","noun","fathers-in-law"
"1789","flexibility","B2","noun","flexibilities"
"1791","fluency","B2","noun","fluencies"
"1858","grown-up","B2","noun","grown-ups"
"1868","guidance","B2","noun","guidances"
"1915","independence","B2","noun","independences"
"19310","laughter","B2","noun","laughters"
"19710","maintenance","B2","noun","maintenances"
"2025","mother-in-law","B2","noun","mothers-in-law"
"2164","racism","B2","noun","racisms"
"2231","sister-in-law","B2","noun","sisters-in-law"
"2245","son-in-law","B2","noun","sons-in-law"
"230","tone","B2","noun","tones"
"233","try","B2","noun","tries"
"23410","violence","B2","noun","violences"
"2383","will","B2","noun","wills"
"2405","x-ray","B2","noun","x-rays"
"2418","aggression","C1","noun","aggressions"
"2423","applause","C1","noun","applauses"
"2445","bacteria","C1","noun","bacterias"
"2467","car","C1","noun","cars"
"2488","clarification","C1","noun","clarifications"
"24910","competence","C1","noun","competences"
"25010","conservation","C1","noun","conservations"
"2537","coverage","C1","noun","coverages"
"2583","globalization","C1","noun","globalizations"
"2606","humanity","C1","noun","humanities"
"26110","inability","C1","noun","inabilities"
"26210","industrialization","C1","noun","industrializations"
