"","Base.Word","Level","Part.of.Speech","plurals.f.lemma"
"2904","trust","B2","noun","trusts"
"2905","truth","B2","noun","truths"
"2907","tube","B2","noun","tubes"
"2908","turn","B2","noun","turns"
"2909","tutor","B2","noun","tutors"
"2910","understanding","B2","noun","understandings"
"2911","unhappiness","B2","noun","unhappiness"
"2912","union","B2","noun","unions"
"2913","upbringing","B2","noun","upbringings"
"2914","update","B2","noun","updates"
"2915","upgrade","B2","noun","upgrades"
"2916","variation","B2","noun","variations"
"2918","verse","B2","noun","verses"
"2919","version","B2","noun","versions"
"2920","victim","B2","noun","victims"
"2921","victory","B2","noun","victories"
"2922","view","B2","noun","views"
"2923","viewer","B2","noun","viewers"
"2924","vinegar","B2","noun","vinegars"
"2927","vision","B2","noun","visions"
"2928","vitamin","B2","noun","vitamins"
"2930","volume","B2","noun","volumes"
"2931","volunteer","B2","noun","volunteers"
"2932","vote","B2","noun","votes"
"2933","voyage","B2","noun","voyages"
"2934","waist","B2","noun","waists"
"2935","wait","B2","noun","waits"
"2936","ward","B2","noun","wards"
"2937","wardrobe","B2","noun","wardrobes"
"2939","wasp","B2","noun","wasps"
"2940","waste","B2","noun","wastes"
"2941","wave","B2","noun","waves"
"2944","weapon","B2","noun","weapons"
"2945","weight","B2","noun","weights"
"2947","wheat","B2","noun","wheats"
"2948","whiskey","B2","noun","whiskeys"
"2949","whistle","B2","noun","whistles"
"2950","widow","B2","noun","widows"
"2951","width","B2","noun","widths"
"2953","willingness","B2","noun","willingness"
"2954","wing","B2","noun","wings"
"2955","wire","B2","noun","wires"
"2957","wish","B2","noun","wishes"
"2960","work","B2","noun","works"
"2961","worm","B2","noun","worms"
"2962","worry","B2","noun","worries"
"2963","wound","B2","noun","wounds"
"2964","wrist","B2","noun","wrists"
"2965","writing","B2","noun","writings"
"2967","yacht","B2","noun","yachts"
"2968","yell","B2","noun","yells"
"2969","zebra","B2","noun","zebras"
"2970","zipper","B2","noun","zippers"
"2971","zucchini","B2","noun","zucchinis"
"2972","abortion","C1","noun","abortions"
"2973","abuse","C1","noun","abuses"
"2974","acceptance","C1","noun","acceptances"
"2975","accessory","C1","noun","accessories"
"2976","accusation","C1","noun","accusations"
"2977","acquaintance","C1","noun","acquaintances"
"2978","action","C1","noun","actions"
"2979","adaptation","C1","noun","adaptations"
"2980","administration","C1","noun","administrations"
"2981","administrator","C1","noun","administrators"
"2982","adviser","C1","noun","advisers"
"2983","agency","C1","noun","agencies"
"2984","agenda","C1","noun","agendas"
"2987","alert","C1","noun","alerts"
"2988","allegation","C1","noun","allegations"
"2989","allowance","C1","noun","allowances"
"2990","ally","C1","noun","allies"
"2991","alteration","C1","noun","alterations"
"2992","amateur","C1","noun","amateurs"
"2993","amendment","C1","noun","amendments"
"2994","angle","C1","noun","angles"
"2995","annoyance","C1","noun","annoyances"
"2996","appetite","C1","noun","appetites"
"2998","appliance","C1","noun","appliances"
"2999","archaeologist","C1","noun","archaeologists"
"3001","arrival","C1","noun","arrivals"
"3002","asset","C1","noun","assets"
"3003","assumption","C1","noun","assumptions"
"3004","assurance","C1","noun","assurances"
"3005","attendance","C1","noun","attendances"
"3006","attorney","C1","noun","attorneys"
"3007","auction","C1","noun","auctions"
"3008","audition","C1","noun","auditions"
"3009","authority","C1","noun","authorities"
"3010","avenue","C1","noun","avenues"
"3011","awareness","C1","noun","awareness"
"3014","beak","C1","noun","beaks"
"3016","birth","C1","noun","births"
"3017","blank","C1","noun","blanks"
"3018","blindness","C1","noun","blindness"
"3019","board","C1","noun","boards"
"3020","boundary","C1","noun","boundaries"
"3021","bracket","C1","noun","brackets"
"3022","brain","C1","noun","brains"
"3024","breakdown","C1","noun","breakdowns"
"3025","bribe","C1","noun","bribes"
"3027","bubble","C1","noun","bubbles"
"3028","bully","C1","noun","bullies"
"3029","bump","C1","noun","bumps"
"3030","burden","C1","noun","burdens"
"3032","call","C1","noun","calls"
"3033","campaign","C1","noun","campaigns"
"3034","cancellation","C1","noun","cancellations"
"3035","capability","C1","noun","capabilities"
"3036","capacity","C1","noun","capacities"
"3037","capture","C1","noun","captures"
"3039","cause","C1","noun","causes"
"3040","caution","C1","noun","cautions"
"3041","cereal","C1","noun","cereals"
"3042","character","C1","noun","characters"
"3045","chore","C1","noun","chores"
"3046","cinema","C1","noun","cinemas"
"3047","civilization","C1","noun","civilizations"
"3048","claim","C1","noun","claims"
"3050","closeness","C1","noun","closeness"
"3051","clutch","C1","noun","clutches"
"3052","coal","C1","noun","coals"
"3053","code","C1","noun","codes"
"3054","collaboration","C1","noun","collaborations"
"3055","column","C1","noun","columns"
"3056","comfort","C1","noun","comforts"
"3057","command","C1","noun","commands"
"3058","commodity","C1","noun","commodities"
"3060","complaint","C1","noun","complaints"
"3061","completion","C1","noun","completions"
"3062","complex","C1","noun","complexes"
"3063","complication","C1","noun","complications"
"3064","component","C1","noun","components"
"3065","condition","C1","noun","conditions"
"3066","congestion","C1","noun","congestions"
"3067","consciousness","C1","noun","consciousness"
"3068","consent","C1","noun","consents"
"3070","constitution","C1","noun","constitutions"
"3072","contact","C1","noun","contacts"
"3073","contestant","C1","noun","contestants"
"3074","context","C1","noun","contexts"
"3075","control","C1","noun","controls"
"3076","controversy","C1","noun","controversies"
"3077","convenience","C1","noun","conveniences"
"3078","convention","C1","noun","conventions"
"3079","coolness","C1","noun","coolness"
"3081","counterpart","C1","noun","counterparts"
"3082","course","C1","noun","courses"
"3083","cover","C1","noun","covers"
"3086","crawl","C1","noun","crawls"
"3087","criterion","C1","noun","criterions"
"3088","critic","C1","noun","critics"
"3089","crossing","C1","noun","crossings"
"3090","cultivation","C1","noun","cultivations"
"3091","cut","C1","noun","cuts"
"3092","cutback","C1","noun","cutbacks"
"3093","date","C1","noun","dates"
"3094","debut","C1","noun","debuts"
"3095","declaration","C1","noun","declarations"
"3096","dedication","C1","noun","dedications"
"3097","deduction","C1","noun","deductions"
"3098","defect","C1","noun","defects"
"3099","defense","C1","noun","defenses"
"3100","deficiency","C1","noun","deficiencies"
"3101","deficit","C1","noun","deficits"
"3102","definition","C1","noun","definitions"
"3103","delegate","C1","noun","delegates"
"3104","demonstration","C1","noun","demonstrations"
"3105","density","C1","noun","densities"
"3106","deodorant","C1","noun","deodorants"
"3107","deposit","C1","noun","deposits"
"3108","deputy","C1","noun","deputies"
"3109","design","C1","noun","designs"
"3110","destiny","C1","noun","destinies"
"3111","developer","C1","noun","developers"
"3112","diesel","C1","noun","diesels"
"3114","dime","C1","noun","dimes"
"3115","direction","C1","noun","directions"
"3116","directory","C1","noun","directories"
"3117","disapproval","C1","noun","disapprovals"
"3118","discipline","C1","noun","disciplines"
"3119","discomfort","C1","noun","discomforts"
"3120","discontent","C1","noun","discontents"
"3121","discovery","C1","noun","discoveries"
"3122","discrimination","C1","noun","discriminations"
"3123","dismissal","C1","noun","dismissals"
"3124","disorder","C1","noun","disorders"
"3125","displacement","C1","noun","displacements"
"3126","disrespect","C1","noun","disrespects"
"3127","disruption","C1","noun","disruptions"
"3128","dissertation","C1","noun","dissertations"
"3129","distraction","C1","noun","distractions"
"3131","distribution","C1","noun","distributions"
"3132","disturbance","C1","noun","disturbances"
"3133","diversity","C1","noun","diversities"
"3134","divide","C1","noun","divides"
"3135","dock","C1","noun","docks"
"3136","domain","C1","noun","domains"
"3138","downside","C1","noun","downsides"
"3139","draft","C1","noun","drafts"
"3140","drawback","C1","noun","drawbacks"
"3141","drive","C1","noun","drives"
"3142","drop","C1","noun","drops"
"3143","dump","C1","noun","dumps"
"3144","duration","C1","noun","durations"
"3145","ecology","C1","noun","ecologies"
"3146","effectiveness","C1","noun","effectiveness"
"3147","elegance","C1","noun","elegances"
"3148","elite","C1","noun","elites"
"3149","emission","C1","noun","emissions"
"3150","emperor","C1","noun","emperors"
"3151","empire","C1","noun","empires"
"3152","enterprise","C1","noun","enterprises"
"3153","environmentalist","C1","noun","environmentalists"
"3154","equation","C1","noun","equations"
"3155","equivalent","C1","noun","equivalents"
"3156","erosion","C1","noun","erosions"
"3158","establishment","C1","noun","establishments"
"3159","evaluation","C1","noun","evaluations"
"3160","exaggeration","C1","noun","exaggerations"
"3162","executive","C1","noun","executives"
"3163","exhaust","C1","noun","exhausts"
"3164","exhibit","C1","noun","exhibits"
"3165","expenses","C1","noun","expenses"
"3166","exploration","C1","noun","explorations"
"3167","explosion","C1","noun","explosions"
"3168","exposure","C1","noun","exposures"
"3169","exterior","C1","noun","exteriors"
"3170","extinction","C1","noun","extinctions"
"3171","extra","C1","noun","extras"
"3172","extrovert","C1","noun","extroverts"
"3173","fabric","C1","noun","fabrics"
"3174","faculty","C1","noun","faculties"
"3175","fair","C1","noun","fairs"
"3176","fairness","C1","noun","fairness"
"3177","fall","C1","noun","falls"
"3178","fascination","C1","noun","fascinations"
"3179","feast","C1","noun","feasts"
"3180","federation","C1","noun","federations"
"3181","fiction","C1","noun","fictions"
"3182","figure","C1","noun","figures"
"3183","flair","C1","noun","flairs"
"3184","flaw","C1","noun","flaws"
"3185","fleet","C1","noun","fleets"
"3186","footstep","C1","noun","footsteps"
"3187","format","C1","noun","formats"
"3188","formula","C1","noun","formulas"
"3189","foundation","C1","noun","foundations"
"3190","friction","C1","noun","frictions"
"3191","fright","C1","noun","frights"
"3193","function","C1","noun","functions"
"3194","fund","C1","noun","funds"
"3197","gadget","C1","noun","gadgets"
"3198","gain","C1","noun","gains"
"3199","garden","C1","noun","gardens"
"3200","garment","C1","noun","garments"
"3201","gathering","C1","noun","gatherings"
"3203","generalization","C1","noun","generalizations"
"3205","geology","C1","noun","geologies"
"3206","germ","C1","noun","germs"
"3207","gerund","C1","noun","gerunds"
"3208","gesture","C1","noun","gestures"
"3209","giant","C1","noun","giants"
"3210","gift","C1","noun","gifts"
"3211","glamour","C1","noun","glamours"
"3212","glimpse","C1","noun","glimpses"
"3214","glory","C1","noun","glories"
"3216","greed","C1","noun","greeds"
"3217","guideline","C1","noun","guidelines"
"3218","habitat","C1","noun","habitats"
"3219","harassment","C1","noun","harassments"
"3220","hardship","C1","noun","hardships"
"3221","hate","C1","noun","hates"
"3222","hatred","C1","noun","hatreds"
"3223","hazard","C1","noun","hazards"
"3224","heading","C1","noun","headings"
"3225","historian","C1","noun","historians"
"3226","home","C1","noun","homes"
"3227","horn","C1","noun","horns"
"3228","hospitality","C1","noun","hospitalities"
"3231","hunger","C1","noun","hungers"
"3232","hunt","C1","noun","hunts"
"3233","hygiene","C1","noun","hygienes"
"3234","iceberg","C1","noun","icebergs"
"3235","idea","C1","noun","ideas"
"3236","idol","C1","noun","idols"
"3237","illustration","C1","noun","illustrations"
"3238","implication","C1","noun","implications"
"3239","import","C1","noun","imports"
"3241","inaccuracy","C1","noun","inaccuracies"
"3242","inclusion","C1","noun","inclusions"
"3243","inconvenience","C1","noun","inconveniences"
"3244","index","C1","noun","indexes"
"3245","indication","C1","noun","indications"
"3247","infrastructure","C1","noun","infrastructures"
"3248","initiative","C1","noun","initiatives"
"3249","injustice","C1","noun","injustices"
"3251","innovation","C1","noun","innovations"
"3252","insight","C1","noun","insights"
"3253","inspection","C1","noun","inspections"
"3254","installation","C1","noun","installations"
"3255","instance","C1","noun","instances"
"3256","instrument","C1","noun","instruments"
"3258","interaction","C1","noun","interactions"
"3259","interest","C1","noun","interests"
"3261","introduction","C1","noun","introductions"
"3263","itinerary","C1","noun","itineraries"
"3264","jam","C1","noun","jams"
"3265","jargon","C1","noun","jargons"
"3266","jealousy","C1","noun","jealousies"
"3267","joint","C1","noun","joints"
"3268","journal","C1","noun","journals"
"3270","jury","C1","noun","juries"
"3271","king","C1","noun","kings"
"3272","knob","C1","noun","knobs"
"3273","labor","C1","noun","labors"
"3274","ladder","C1","noun","ladders"
"3275","landmark","C1","noun","landmarks"
"3276","language","C1","noun","languages"
"3277","launch","C1","noun","launches"
"3278","lawn","C1","noun","lawns"
"3279","layout","C1","noun","layouts"
"3280","leader","C1","noun","leaders"
"3281","leadership","C1","noun","leaderships"
"3282","legend","C1","noun","legends"
"3283","length","C1","noun","lengths"
"3284","level","C1","noun","levels"
"3285","liability","C1","noun","liabilities"
"3286","liberation","C1","noun","liberations"
"3287","limitation","C1","noun","limitations"
"3288","line","C1","noun","lines"
"3289","listener","C1","noun","listeners"
"3290","literacy","C1","noun","literacies"
"3291","log","C1","noun","logs"
"3292","logic","C1","noun","logics"
"3293","loneliness","C1","noun","loneliness"
"3294","look","C1","noun","looks"
"3296","lounge","C1","noun","lounges"
"3297","luxury","C1","noun","luxuries"
"3299","mammal","C1","noun","mammals"
"3300","mansion","C1","noun","mansions"
"3301","march","C1","noun","marches"
"3302","mark","C1","noun","marks"
"3303","market","C1","noun","markets"
"3305","material","C1","noun","materials"
"3306","mechanism","C1","noun","mechanisms"
"3307","membership","C1","noun","memberships"
"3308","memo","C1","noun","memos"
"3311","migration","C1","noun","migrations"
"3314","ministry","C1","noun","ministries"
"3315","minority","C1","noun","minorities"
"3316","misfortune","C1","noun","misfortunes"
"3318","mode","C1","noun","modes"
"3319","modification","C1","noun","modifications"
"3321","motivation","C1","noun","motivations"
"3323","movement","C1","noun","movements"
"3324","mustard","C1","noun","mustards"
"3325","myth","C1","noun","myths"
"3327","nature","C1","noun","natures"
"3328","necessity","C1","noun","necessities"
"3329","neglect","C1","noun","neglects"
"3330","negotiation","C1","noun","negotiations"
"3331","nervousness","C1","noun","nervousness"
"3333","newsletter","C1","noun","newsletters"
"3334","nickname","C1","noun","nicknames"
"3335","nomination","C1","noun","nominations"
"3336","norm","C1","noun","norms"
"3337","note","C1","noun","notes"
"3338","notion","C1","noun","notions"
"3339","nutrition","C1","noun","nutritions"
"3341","observation","C1","noun","observations"
"3342","obstacle","C1","noun","obstacles"
"3343","occupation","C1","noun","occupations"
"3344","occurrence","C1","noun","occurrences"
"3345","odds","C1","noun","odds"
"3346","office","C1","noun","offices"
"3347","operation","C1","noun","operations"
"3348","opposition","C1","noun","oppositions"
"3349","optimist","C1","noun","optimists"
"3350","organ","C1","noun","organs"
"3351","organization","C1","noun","organizations"
"3352","orientation","C1","noun","orientations"
"3353","origin","C1","noun","origins"
"3354","ounce","C1","noun","ounces"
"3355","outcome","C1","noun","outcomes"
"3356","outlet","C1","noun","outlets"
"3357","outlook","C1","noun","outlooks"
"3358","overview","C1","noun","overviews"
"3360","ozone","C1","noun","ozones"
"3361","palm","C1","noun","palms"
"3363","paradise","C1","noun","paradises"
"3364","participant","C1","noun","participants"
"3365","pastry","C1","noun","pastries"
"3366","peasant","C1","noun","peasants"
"3367","peek","C1","noun","peeks"
"3368","peer","C1","noun","peers"
"3369","perfection","C1","noun","perfections"
"3370","perk","C1","noun","perks"
"3371","permit","C1","noun","permits"
"3373","perspective","C1","noun","perspectives"
"3375","philosophy","C1","noun","philosophies"
"3377","policy","C1","noun","policies"
"3378","pony","C1","noun","ponies"
"3379","portion","C1","noun","portions"
"3380","posture","C1","noun","postures"
"3381","power","C1","noun","powers"
"3383","precaution","C1","noun","precautions"
"3384","predator","C1","noun","predators"
"3385","pregnancy","C1","noun","pregnancies"
"3388","pressure","C1","noun","pressures"
"3389","prestige","C1","noun","prestiges"
"3391","principle","C1","noun","principles"
"3392","print","C1","noun","prints"
"3393","privilege","C1","noun","privileges"
"3394","probability","C1","noun","probabilities"
"3396","profile","C1","noun","profiles"
"3397","programmer","C1","noun","programmers"
"3398","progression","C1","noun","progressions"
"3399","projection","C1","noun","projections"
"3400","promotion","C1","noun","promotions"
"3401","proportion","C1","noun","proportions"
"3402","proposition","C1","noun","propositions"
"3403","prosperity","C1","noun","prosperities"
"3404","prostitute","C1","noun","prostitutes"
"3405","protein","C1","noun","proteins"
"3406","provider","C1","noun","providers"
"3407","provision","C1","noun","provisions"
"3409","pulse","C1","noun","pulses"
"3411","push","C1","noun","pushes"
"3412","pyramid","C1","noun","pyramids"
"3413","qualification","C1","noun","qualifications"
"3414","race","C1","noun","races"
"3415","radiation","C1","noun","radiations"
"3416","raise","C1","noun","raises"
"3417","rank","C1","noun","ranks"
"3418","rarity","C1","noun","rarities"
"3419","rate","C1","noun","rates"
"3420","rating","C1","noun","ratings"
"3421","ratio","C1","noun","ratios"
"3422","readership","C1","noun","readerships"
"3423","readiness","C1","noun","readiness"
"3424","realization","C1","noun","realizations"
"3425","rebellion","C1","noun","rebellions"
"3426","reconstruction","C1","noun","reconstructions"
"3427","recovery","C1","noun","recoveries"
"3429","rectangle","C1","noun","rectangles"
"3430","redevelopment","C1","noun","redevelopments"
"3431","refusal","C1","noun","refusals"
"3432","regulation","C1","noun","regulations"
"3433","reign","C1","noun","reigns"
"3435","reliability","C1","noun","reliabilities"
"3436","reminder","C1","noun","reminders"
"3437","renewal","C1","noun","renewals"
"3438","renovation","C1","noun","renovations"
"3439","replacement","C1","noun","replacements"
"3440","reproduction","C1","noun","reproductions"
"3441","reptile","C1","noun","reptiles"
"3442","republic","C1","noun","republics"
"3443","restriction","C1","noun","restrictions"
"3444","retail","C1","noun","retails"
"3445","revenue","C1","noun","revenues"
"3446","richness","C1","noun","richness"
"3447","riot","C1","noun","riots"
"3449","risk","C1","noun","risks"
"3450","rival","C1","noun","rivals"
"3452","ruler","C1","noun","rulers"
"3453","runway","C1","noun","runways"
"3454","sack","C1","noun","sacks"
"3455","sacrifice","C1","noun","sacrifices"
"3457","saint","C1","noun","saints"
"3460","scholar","C1","noun","scholars"
"3461","scholarship","C1","noun","scholarships"
"3463","secretary","C1","noun","secretaries"
"3464","sector","C1","noun","sectors"
"3465","security","C1","noun","securities"
"3468","selfishness","C1","noun","selfishness"
"3469","sensitivity","C1","noun","sensitivities"
"3470","sequence","C1","noun","sequences"
"3471","serial","C1","noun","serials"
"3473","setback","C1","noun","setbacks"
"3474","settlement","C1","noun","settlements"
"3476","shame","C1","noun","shames"
"3477","shift","C1","noun","shifts"
"3478","shortcoming","C1","noun","shortcomings"
"3479","shuttle","C1","noun","shuttles"
"3480","shyness","C1","noun","shyness"
"3481","significance","C1","noun","significances"
"3482","simplicity","C1","noun","simplicities"
"3483","simulation","C1","noun","simulations"
"3484","sketch","C1","noun","sketches"
"3485","slang","C1","noun","slangs"
"3487","slogan","C1","noun","slogans"
"3488","slot","C1","noun","slots"
"3489","smog","C1","noun","smogs"
"3490","socialist","C1","noun","socialists"
"3491","solidarity","C1","noun","solidarities"
"3492","solitude","C1","noun","solitudes"
"3493","source","C1","noun","sources"
"3495","spam","C1","noun","spams"
"3496","specialty","C1","noun","specialties"
"3497","specification","C1","noun","specifications"
"3498","spectrum","C1","noun","spectrums"
"3499","speculation","C1","noun","speculations"
"3500","sphere","C1","noun","spheres"
"3501","spine","C1","noun","spines"
"3502","spirit","C1","noun","spirits"
"3504","spokesperson","C1","noun","spokespersons"
"3505","sponsorship","C1","noun","sponsorships"
"3506","spring","C1","noun","springs"
"3508","staircase","C1","noun","staircases"
"3509","stamina","C1","noun","staminas"
"3510","stand","C1","noun","stands"
"3513","statistic","C1","noun","statistics"
"3515","stereotype","C1","noun","stereotypes"
"3516","stocking","C1","noun","stockings"
"3517","straw","C1","noun","straws"
"3518","strength","C1","noun","strengths"
"3520","stretch","C1","noun","stretches"
"3521","striker","C1","noun","strikers"
"3523","stroke","C1","noun","strokes"
"3524","stroll","C1","noun","strolls"
"3525","subsidy","C1","noun","subsidies"
"3526","substitution","C1","noun","substitutions"
"3527","subtitles","C1","noun","subtitles"
"3528","successor","C1","noun","successors"
"3530","summit","C1","noun","summits"
"3531","superior","C1","noun","superiors"
"3533","supervisor","C1","noun","supervisors"
"3534","surge","C1","noun","surges"
"3535","surgeon","C1","noun","surgeons"
"3536","suspicion","C1","noun","suspicions"
"3537","tactic","C1","noun","tactics"
"3538","tailpipe","C1","noun","tailpipes"
"3539","takeover","C1","noun","takeovers"
"3540","tank","C1","noun","tanks"
"3541","target","C1","noun","targets"
"3542","teamwork","C1","noun","teamworks"
"3543","technician","C1","noun","technicians"
"3544","techno","C1","noun","technos"
"3545","tendency","C1","noun","tendencies"
"3546","term","C1","noun","terms"
"3547","texture","C1","noun","textures"
"3548","therapist","C1","noun","therapists"
"3549","thrill","C1","noun","thrills"
"3550","time","C1","noun","times"
"3551","tip","C1","noun","tips"
"3553","tobacco","C1","noun","tobaccos"
"3554","token","C1","noun","tokens"
"3555","toll","C1","noun","tolls"
"3556","tool","C1","noun","tools"
"3557","top","C1","noun","tops"
"3558","torture","C1","noun","tortures"
"3559","track","C1","noun","tracks"
"3560","trade","C1","noun","trades"
"3561","trainee","C1","noun","trainees"
"3562","transaction","C1","noun","transactions"
"3563","transformation","C1","noun","transformations"
"3564","trek","C1","noun","treks"
"3565","trial","C1","noun","trials"
"3566","triumph","C1","noun","triumphs"
"3567","trousers","C1","noun","trousers"
"3568","tuition","C1","noun","tuitions"
"3569","tune","C1","noun","tunes"
"3570","turn","C1","noun","turns"
"3571","twist","C1","noun","twists"
"3572","type","C1","noun","types"
"3573","uncertainty","C1","noun","uncertainties"
"3574","undershirt","C1","noun","undershirts"
"3575","understanding","C1","noun","understandings"
"3577","unity","C1","noun","unities"
"3578","unwillingness","C1","noun","unwillingness"
"3579","usage","C1","noun","usages"
"3580","usefulness","C1","noun","usefulness"
"3581","vacancy","C1","noun","vacancies"
"3582","variable","C1","noun","variables"
"3583","vegetation","C1","noun","vegetations"
"3584","veil","C1","noun","veils"
"3585","vein","C1","noun","veins"
"3586","verdict","C1","noun","verdicts"
"3587","version","C1","noun","versions"
"3588","viewpoint","C1","noun","viewpoints"
"3589","vine","C1","noun","vines"
"3590","vision","C1","noun","visions"
"3591","vocabulary","C1","noun","vocabularies"
"3592","walk","C1","noun","walks"
"3593","walker","C1","noun","walkers"
"3594","warrior","C1","noun","warriors"
"3595","way","C1","noun","ways"
"3599","wit","C1","noun","wits"
"3601","workforce","C1","noun","workforces"
"3602","workplace","C1","noun","workplaces"
"3603","workshop","C1","noun","workshops"
"3604","worse","C1","noun","worries"
"3605","youngster","C1","noun","youngsters"
"3606","abuse","C2","noun","abuses"
"3607","accumulation","C2","noun","accumulations"
"3608","acre","C2","noun","acres"
"3610","action","C2","noun","actions"
"3611","administration","C2","noun","administrations"
"3612","adolescent","C2","noun","adolescents"
"3614","age","C2","noun","ages"
"3615","agenda","C2","noun","agendas"
"3616","air","C2","noun","airs"
"3617","alarm","C2","noun","alarms"
"3618","alcoholic","C2","noun","alcoholics"
"3619","alliance","C2","noun","alliances"
"3620","allocation","C2","noun","allocations"
"3621","ally","C2","noun","allies"
"3622","ambiguity","C2","noun","ambiguities"
"3623","analogy","C2","noun","analogies"
"3624","anchor","C2","noun","anchors"
"3625","antibiotic","C2","noun","antibiotics"
"3626","anticipation","C2","noun","anticipations"
"3627","appeal","C2","noun","appeals"
"3628","application","C2","noun","applications"
"3629","appointment","C2","noun","appointments"
"3630","arch","C2","noun","arches"
"3631","arm","C2","noun","arms"
"3632","army","C2","noun","armies"
"3633","arrival","C2","noun","arrivals"
"3634","aspiration","C2","noun","aspirations"
"3635","assault","C2","noun","assaults"
"3636","assembly","C2","noun","assemblies"
"3637","association","C2","noun","associations"
"3638","assurance","C2","noun","assurances"
"3640","attachment","C2","noun","attachments"
"3641","attack","C2","noun","attacks"
"3642","attraction","C2","noun","attractions"
"3643","attribute","C2","noun","attributes"
"3644","avenue","C2","noun","avenues"
"3645","awe","C2","noun","awes"
"3646","back","C2","noun","backs"
"3649","balcony","C2","noun","balconies"
"3650","band","C2","noun","bands"
"3651","bark","C2","noun","barks"
"3652","barn","C2","noun","barns"
"3654","battle","C2","noun","battles"
"3655","bed","C2","noun","beds"
"3657","bet","C2","noun","bets"
"3660","blackmail","C2","noun","blackmails"
"3661","blanket","C2","noun","blankets"
"3662","blend","C2","noun","blends"
"3663","blindness","C2","noun","blindness"
"3664","blister","C2","noun","blisters"
"3665","block","C2","noun","blocks"
"3666","blood","C2","noun","bloods"
"3667","blow","C2","noun","blows"
"3668","body","C2","noun","bodies"
"3669","bomber","C2","noun","bombers"
"3670","bow","C2","noun","bows"
"3672","break","C2","noun","breaks"
"3673","breakdown","C2","noun","breakdowns"
"3675","bridge","C2","noun","bridges"
"3677","bundle","C2","noun","bundles"
"3678","bureaucracy","C2","noun","bureaucracies"
"3679","burial","C2","noun","burials"
"3680","buzz","C2","noun","buzzes"
"3685","career","C2","noun","careers"
"3686","cargo","C2","noun","cargoes"
"3687","carriage","C2","noun","carriages"
"3688","carrot","C2","noun","carrots"
"3690","casserole","C2","noun","casseroles"
"3691","casualty","C2","noun","casualties"
"3692","catastrophe","C2","noun","catastrophes"
"3693","cause","C2","noun","causes"
"3694","ceiling","C2","noun","ceilings"
"3695","center","C2","noun","centers"
"3696","certainty","C2","noun","certainties"
"3697","challenge","C2","noun","challenges"
"3698","champion","C2","noun","champions"
"3699","chancellor","C2","noun","chancellors"
"3700","channel","C2","noun","channels"
"3702","character","C2","noun","characters"
"3703","charisma","C2","noun","charismas"
"3704","charity","C2","noun","charities"
"3705","charm","C2","noun","charms"
"3706","cheer","C2","noun","cheers"
"3707","cheerfulness","C2","noun","cheerfulness"
"3708","chest","C2","noun","chests"
"3710","chill","C2","noun","chills"
"3711","circuit","C2","noun","circuits"
"3712","circulation","C2","noun","circulations"
"3713","civilian","C2","noun","civilians"
"3715","clash","C2","noun","clashes"
"3716","classification","C2","noun","classifications"
"3718","climate","C2","noun","climates"
"3719","closure","C2","noun","closures"
"3720","clumsiness","C2","noun","clumsiness"
"3721","coastline","C2","noun","coastlines"
"3723","coldness","C2","noun","coldness"
"3724","color","C2","noun","colors"
"3725","combat","C2","noun","combats"
"3726","comeback","C2","noun","comebacks"
"3727","comfort","C2","noun","comforts"
"3728","command","C2","noun","commands"
"3729","commander","C2","noun","commanders"
"3730","complex","C2","noun","complexes"
"3731","complexion","C2","noun","complexions"
"3732","complexity","C2","noun","complexities"
"3733","complication","C2","noun","complications"
"3734","compliment","C2","noun","compliments"
"3735","composition","C2","noun","compositions"
"3736","concentration","C2","noun","concentrations"
"3737","conception","C2","noun","conceptions"
"3738","concession","C2","noun","concessions"
"3739","conclusion","C2","noun","conclusions"
"3740","confidence","C2","noun","confidences"
"3741","confrontation","C2","noun","confrontations"
"3742","conscience","C2","noun","consciences"
"3743","consensus","C2","noun","consensus"
"3744","consideration","C2","noun","considerations"
"3745","constitution","C2","noun","constitutions"
"3746","constraint","C2","noun","constraints"
"3747","consultation","C2","noun","consultations"
"3748","contact","C2","noun","contacts"
"3749","contempt","C2","noun","contempts"
"3750","content","C2","noun","contents"
"3751","contest","C2","noun","contests"
"3752","continuity","C2","noun","continuities"
"3753","contraception","C2","noun","contraceptions"
"3754","contraceptive","C2","noun","contraceptives"
"3755","contradiction","C2","noun","contradictions"
"3756","conversion","C2","noun","conversions"
"3757","conviction","C2","noun","convictions"
"3758","cookie","C2","noun","cookies"
"3759","coolness","C2","noun","coolness"
"3760","coral","C2","noun","corals"
"3761","core","C2","noun","cores"
"3763","counsel","C2","noun","counsels"
"3764","counseling","C2","noun","counselings"
"3765","counselor","C2","noun","counselors"
"3768","course","C2","noun","courses"
"3769","crack","C2","noun","cracks"
"3770","crackdown","C2","noun","crackdowns"
"3771","craving","C2","noun","cravings"
"3772","craziness","C2","noun","craziness"
"3773","credibility","C2","noun","credibilities"
"3774","creep","C2","noun","creeps"
"3775","cricket","C2","noun","crickets"
"3776","crush","C2","noun","crushes"
"3778","crystal","C2","noun","crystals"
"3779","cushion","C2","noun","cushions"
"3780","custody","C2","noun","custodies"
"3781","dash","C2","noun","dashes"
"3782","decay","C2","noun","decays"
"3783","deception","C2","noun","deceptions"
"3784","deduction","C2","noun","deductions"
"3785","deficiency","C2","noun","deficiencies"
"3786","delegation","C2","noun","delegations"
"3787","denial","C2","noun","denials"
