plurals.f.lemma,Base.Word,COUNT.Base.Word
restorations,restoration,1
rhetorics,rhetoric,1
rods,rod,1
rookies,rookie,1
rosters,roster,1
rotations,rotation,1
sakes,sake,1
segments,segment,1
setups,setup,1
shareholders,shareholder,1
sophomores,sophomore,1
spectacles,spectacle,1
stakes,stake,1
submissions,submission,1
subscribers,subscriber,1
subscriptions,subscription,1
successions,succession,1
suites,suite,1
superintendents,superintendent,1
surveillances,surveillance,1
suspensions,suspension,1
syndromes,syndrome,1
tenures,tenure,1
terrains,terrain,1
trademarks,trademark,1
trailers,trailer,1
transcripts,transcript,1
transits,transit,1
trustees,trustee,1
tumors,tumor,1
turnouts,turnout,1
undergraduates,undergraduate,1
vacuums,vacuum,1
vessels,vessel,1
violations,violation,1
mrs,mr,1
republicans,republican,1
democrats,democrat,1
senators,senator,1
governors,governor,1
bureaus,bureau,1
creeks,creek,1
tablespoons,tablespoon,1
respondents,respondent,1
pants,pant,1
bibles,bible,1
affiliations,affiliation,1
techs,tech,1
fighters,fighter,1
mamas,mama,1
sanctions,sanctions,1
hunters,hunter,1
catholics,catholic,1
defendants,defendant,1
clays,clay,1
quarterbacks,quarterback,1
pitchers,pitcher,1
servings,serving,1
sheriffs,sheriff,1
hallways,hallway,1
hays,hay,1
lieutenants,lieutenant,1
clerks,clerk,1
jurors,juror,1
carbohydrates,carbohydrate,1
colonels,colonel,1
popes,pope,1
playoffs,playoff,1
scouts,scout,1
automobiles,automobile,1
brokers,broker,1
sodiums,sodium,1
starters,starter,1
courtrooms,courtroom,1
pickups,pickup,1
sergeants,sergeant,1
pros,pro,1
wagons,wagon,1
elders,elder,1
racks,rack,1
inns,inn,1
gospels,gospel,1
cords,cord,1
statutes,statute,1
diabetes,diabetes,1
thanksgivings,thanksgiving,1
alleys,alley,1
touchdowns,touchdown,1
eves,eve,1
stacks,stack,1
teammates,teammate,1
videotapes,videotape,1
aisles,aisle,1
planners,planner,1
orbits,orbit,1
hormones,hormone,1
organisms,organism,1
ecosystems,ecosystem,1
legislators,legislator,1
astronomers,astronomer,1
streaks,streak,1
doughs,dough,1
dynamics,dynamics,1
molecules,molecule,1
driveways,driveway,1
vendors,vendor,1
artifacts,artifact,1
basins,basin,1
fatigues,fatigue,1
nutrients,nutrient,1
ridges,ridge,1
plazas,plaza,1
bolts,bolt,1
marbles,marble,1
sensors,sensor,1
pistols,pistol,1
plaintiffs,plaintiff,1
emails,email,1
commissions,commission,1
honours,honour,1
slides,slide,1
mates,mate,1
tags,tag,1
halts,halt,1
patrols,patrol,1
pledges,pledge,1
screws,screw,1
spans,span,1
stems,stem,1
warrants,warrant,1
mobiles,mobile,1
teens,teen,1
cults,cult,1
feminists,feminist,1
militants,militant,1
beaches,beach,1
boxes,box,1
fishes,fish,1
lunches,lunch,1
marches,march,1
potatoes,potato,1
sandwiches,sandwich,1
tomatoes,tomato,1
watches,watch,1
brushes,brush,1
cashes,cash,1
churches,church,1
dishes,dish,1
jazzes,jazz,1
mangoes,mango,1
matches,match,1
mousses,mouse,1
toothbrushes,toothbrush,1
branches,branch,1
bunches,bunch,1
coaches,coach,1
finishes,finish,1
flues,flu,1
heroes,hero,1
inches,inch,1
mixes,mix,1
peaches,peace,1
peaches,peach,1
pushes,push,1
researches,research,1
searches,search,1
sexes,sex,1
speeches,speech,1
spinaches,spinach,1
squashes,squash,1
switches,switch,1
taxes,tax,1
trashes,trash,1
approaches,approach,1
benches,bench,1
dashes,dash,1
eyelashes,eyelash,1
flashes,flash,1
foxes,fox,1
prefixes,prefix,1
punches,punch,1
reaches,reach,1
rushes,rush,1
scratches,scratch,1
slashes,slash,1
splashes,splash,1
suffixes,suffix,1
touches,touch,1
wishes,wish,1
clutches,clutch,1
complexes,complex,1
indexes,index,1
launches,launch,1
sketches,sketch,1
stretches,stretch,1
arches,arch,1
buzzes,buzz,1
cargoes,cargo,1
clashes,clash,1
crushes,crush,1
echoes,echo,1
fleshes,flesh,1
influxes,influx,1
paradoxes,paradox,1
patches,patch,1
pitches,pitch,1
rashes,rash,1
relishes,relish,1
reproaches,reproach,1
stitches,stitch,1
couches,couch,1
rubbishes,rubbish,1
ashes,ash,1
breaches,breach,1
emergencies,emergence,1
excellencies,excellence,1
porches,porch,1
ranches,ranch,1
auguries,august,1
babies,baby,1
bodies,body,1
cities,city,1
countries,country,1
dictionaries,dictionary,1
factories,factory,1
families,family,1
nationalities,nationality,1
parties,party,1
universities,university,1
activities,activity,1
batteries,battery,1
biologies,biology,1
candies,candy,1
centuries,century,1
companies,company,1
curries,curry,1
diaries,diary,1
geographies,geography,1
grannies,granny,1
histories,history,1
hobbies,hobby,1
jellies,jelly,1
libraries,library,1
magpies,magic,1
memories,memory,1
secretaries,secretary,1
stories,story,1
vocabularies,vocabulary,1
abilities,ability,1
agencies,agency,1
anniversaries,anniversary,1
apologies,apology,1
balconies,balcony,1
beauties,beauty,1
biographies,biography,1
butterflies,butterfly,1
celebrities,celebrity,1
ceremonies,ceremony,1
charities,charity,1
comedies,comedy,1
copies,copy,1
currencies,currency,1
deliveries,delivery,1
difficulties,difficulty,1
documentaries,documentary,1
duties,duty,1
embassies,embassy,1
emergencies,emergency,1
enemies,enemy,1
energies,energy,1
entries,entry,1
facilities,facility,1
ferries,ferry,1
galleries,gallery,1
hurries,hurry,1
industries,industry,1
inquiries,inquiry,1
laboratories,laboratory,1
ladies,lady,1
lotteries,lottery,1
luxuries,luxury,1
mysteries,mystery,1
opportunities,opportunity,1
pennies,penny,1
pharmacies,pharmacy,1
photocopies,photocopy,1
possibilities,possibility,1
properties,property,1
puppies,puppy,1
qualities,quality,1
quantities,quantity,1
replies,reply,1
securities,security,1
societies,society,1
strawberries,strawberry,1
studies,study,1
technologies,technology,1
varieties,variety,1
worries,worry,1
worries,worst,1
accuracies,accuracy,1
anxieties,anxiety,1
authorities,authority,1
bakeries,bakery,1
berries,berry,1
burglaries,burglary,1
capacities,capacity,1
categories,category,1
cemeteries,cemetery,1
certainties,certainty,1
cherries,cherry,1
communities,community,1
counties,county,1
courtesies,courtesy,1
cruelties,cruelty,1
curiosities,curiosity,1
democracies,democracy,1
disabilities,disability,1
discoveries,discovery,1
economies,economy,1
efficiencies,efficiency,1
envies,envy,1
faculties,faculty,1
fantasies,fantasy,1
generosities,generosity,1
harmonies,harmony,1
identities,identity,1
injuries,injury,1
juries,jury,1
landladies,landlady,1
laundries,laundry,1
liberties,liberty,1
lobbies,lobby,1
loyalties,loyalty,1
majorities,majority,1
minorities,minority,1
miseries,misery,1
navies,navy,1
nurseries,nursery,1
penalties,penalty,1
personalities,personality,1
philosophies,philosophy,1
pities,pity,1
policies,policy,1
potteries,pottery,1
presidencies,presidency,1
priorities,priority,1
psychologies,psychology,1
realities,reality,1
recoveries,recovery,1
remedies,remedy,1
responsibilities,responsibility,1
robberies,robbery,1
similarities,similarity,1
strategies,strategy,1
summaries,summary,1
supplies,supply,1
surgeries,surgery,1
sympathies,sympathy,1
territories,territory,1
territories,terrorism,1
theories,theory,1
therapies,therapy,1
tragedies,tragedy,1
trophies,trophy,1
victories,victory,1
accessories,accessory,1
allies,ally,1
boundaries,boundary,1
bullies,bully,1
capabilities,capability,1
commodities,commodity,1
controversies,controversy,1
deficiencies,deficiency,1
densities,density,1
deputies,deputy,1
destinies,destiny,1
directories,directory,1
diversities,diversity,1
ecologies,ecology,1
geologies,geology,1
glories,glory,1
hospitalities,hospitality,1
inaccuracies,inaccuracy,1
itineraries,itinerary,1
jealousies,jealousy,1
liabilities,liability,1
literacies,literacy,1
ministries,ministry,1
necessities,necessity,1
pastries,pastry,1
ponies,pony,1
pregnancies,pregnancy,1
probabilities,probability,1
prosperities,prosperity,1
rarities,rarity,1
reliabilities,reliability,1
sensitivities,sensitivity,1
simplicities,simplicity,1
solidarities,solidarity,1
specialties,specialty,1
subsidies,subsidy,1
tendencies,tendency,1
uncertainties,uncertainty,1
unities,unity,1
vacancies,vacancy,1
worries,worse,1
ambiguities,ambiguity,1
analogies,analogy,1
armies,army,1
assemblies,assembly,1
bureaucracies,bureaucracy,1
casualties,casualty,1
complexities,complexity,1
continuities,continuity,1
credibilities,credibility,1
custodies,custody,1
dignities,dignity,1
diplomacies,diplomacy,1
empathies,empathy,1
entities,entity,1
forgeries,forgery,1
frenzies,frenzy,1
furies,fury,1
hierarchies,hierarchy,1
hostilities,hostility,1
humilities,humility,1
hypocrisies,hypocrisy,1
inequalities,inequality,1
inferiorities,inferiority,1
insecurities,insecurity,1
intensities,intensity,1
ironies,irony,1
legacies,legacy,1
mediocrities,mediocrity,1
melodies,melody,1
mercies,mercy,1
monopolies,monopoly,1
mortalities,mortality,1
novelties,novelty,1
proximities,proximity,1
rallies,rally,1
rivalries,rivalry,1
scarcities,scarcity,1
scrutinies,scrutiny,1
sensibilities,sensibility,1
tranquilities,tranquility,1
treaties,treaty,1
trilogies,trilogy,1
vanities,vanity,1
vitalities,vitality,1
redundancies,redundancy,1
specialities,speciality,1
tellies,telly,1
cutleries,cutlery,1
enquiries,enquiry,1
lorries,lorry,1
frequencies,frequency,1
colonies,colony,1
conspiracies,conspiracy,1
academies,academy,1
accountabilities,accountability,1
atrocities,atrocity,1
autonomies,autonomy,1
bankruptcies,bankruptcy,1
beneficiaries,beneficiary,1
buddies,buddy,1
commentaries,commentary,1
felonies,felony,1
gravities,gravity,1
ideologies,ideology,1
inventories,inventory,1
methodologies,methodology,1
mobilities,mobility,1
queries,query,1
sovereignties,sovereignty,1
testimonies,testimony,1
theologies,theology,1
transparencies,transparency,1
utilities,utility,1
vulnerabilities,vulnerability,1
daddies,daddy,1
groceries,grocery,1
galaxies,galaxy,1
bellies,belly,1
equities,equity,1
treasuries,treasury,1
missionaries,missionary,1
